Thread  	Address                 	Instruction                     	Result                                  	
0000DEAD	ROM:sub_F4DC:loc_F516   	LDRB            R1, [R1,#4]     	R1=00000018                             	
0000DEAD	ROM:sub_F4DC+3C         	AND.W           R1, R1, #0x1F   	                                        	
0000DEAD	ROM:sub_F4DC+40         	ORR.W           R1, R1, #0x100  	R1=00000118                             	
0000DEAD	ROM:sub_F4DC+44         	STR             R1, [R0,#0x1C]  	                                        	
0000DEAD	ROM:sub_F4DC+46         	BX              LR              	                                        	
0000DEAD	ROM:sub_F4B8+1A         	MOV             R0, R5          	                                        	
0000DEAD	ROM:sub_F4B8+1C         	BL              sub_D2B4        	R1=40038000 SP=20001350 LR=0000F4D9 C=1 Z=1 MSP=20001350	
0000DEAD	ROM:sub_D2B4:loc_D4B2   	MOVS            R0, #0xC        	R0=0000000C Z=0                         	
0000DEAD	ROM:sub_D2B4+200        	B               loc_D480        	                                        	
0000DEAD	ROM:sub_D2B4:loc_D480   	BL              sub_CDF0        	LR=0000D485                             	
0000DEAD	ROM:sub_CDF0            	PUSH            {R4,R5,LR}      	SP=20001344 MSP=20001344                	
0000DEAD	ROM:sub_CDF0+2          	MRS.W           R1, PRIMASK     	R1=00000000                             	
0000DEAD	ROM:sub_CDF0+6          	SUBS            R1, R1, #1      	R1=FFFFFFFF C=0 N=1                     	
0000DEAD	ROM:sub_CDF0+8          	SBCS            R1, R1          	                                        	
0000DEAD	ROM:sub_CDF0+A          	SUB             SP, SP, #4      	SP=20001340 MSP=20001340                	
0000DEAD	ROM:sub_CDF0+C          	LSRS            R1, R1, #0x1F   	R1=00000001 C=1 N=0                     	
0000DEAD	ROM:sub_CDF0+E          	CPSID           I               	PRIMASK=00000001                        	
0000DEAD	ROM:sub_CDF0+10         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CDF0+14         	LDR.W           R4, =unk_200003A5	R4=200003A5                             	
0000DEAD	ROM:sub_CDF0+18         	LDR.W           R5, =0xAA000028 	R5=AA000028                             	
0000DEAD	ROM:sub_CDF0+1C         	MOVS            R2, #0          	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_CDF0+1E         	STRB            R2, [R4]        	                                        	
0000DEAD	ROM:sub_CDF0+20         	LDR.W           R2, =unk_400E0028	R2=400E0028                             	
0000DEAD	ROM:sub_CDF0+24         	LDR             R3, [R2]        	R3=00001000                             	
0000DEAD	ROM:sub_CDF0+26         	STR             R5, [R2,#(unk_400E0058 - 0x400E0028)]	                                        	
0000DEAD	ROM:sub_CDF0+28         	MOVS            R5, #1          	R5=00000001 Z=0                         	
0000DEAD	ROM:sub_CDF0+2A         	LSL.W           R0, R5, R0      	R0=00001000                             	
0000DEAD	ROM:sub_CDF0+2E         	BIC.W           R0, R3, R0      	R0=00000000                             	
0000DEAD	ROM:sub_CDF0+32         	STR             R0, [R2]        	                                        	
0000DEAD	ROM:sub_CDF0+34         	CBZ             R1, loc_CE2E    	                                        	
0000DEAD	ROM:sub_CDF0+36         	STRB            R5, [R4]        	                                        	
0000DEAD	ROM:sub_CDF0+38         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CDF0+3C         	CPSIE           I               	PRIMASK=00000000                        	
0000DEAD	ROM:sub_CDF0:loc_CE2E   	MRS.W           R0, PRIMASK     	                                        	
0000DEAD	ROM:sub_CDF0+42         	SUBS            R5, R0, #1      	R5=FFFFFFFF C=0 N=1                     	
0000DEAD	ROM:sub_CDF0+44         	SBCS            R5, R5          	                                        	
0000DEAD	ROM:sub_CDF0+46         	LSRS            R5, R5, #0x1F   	R5=00000001 C=1 N=0                     	
0000DEAD	ROM:sub_CDF0+48         	CPSID           I               	PRIMASK=00000001                        	
0000DEAD	ROM:sub_CDF0+4A         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CDF0+4E         	MOVS            R0, #0          	Z=1                                     	
0000DEAD	ROM:sub_CDF0+50         	STRB            R0, [R4]        	                                        	
0000DEAD	ROM:sub_CDF0+52         	LDR             R0, [R2]        	                                        	
0000DEAD	ROM:sub_CDF0+54         	CBNZ            R0, loc_CE4E    	                                        	
0000DEAD	ROM:sub_CDF0+56         	MOVS            R1, #5          	R1=00000005 Z=0                         	
0000DEAD	ROM:sub_CDF0+58         	MOVS            R0, #1          	R0=00000001                             	
0000DEAD	ROM:sub_CDF0+5A         	BL              sub_CD32        	R1=000001C2 R2=00000000 R3=200003A5 LR=0000CE4F C=0	
0000DEAD	ROM:sub_CDF0:loc_CE4E   	CBZ             R5, loc_CE5A    	                                        	
0000DEAD	ROM:sub_CDF0+60         	MOVS            R0, #1          	                                        	
0000DEAD	ROM:sub_CDF0+62         	STRB            R0, [R4]        	                                        	
0000DEAD	ROM:sub_CDF0+64         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CDF0+68         	CPSIE           I               	PRIMASK=00000000                        	
0000DEAD	ROM:sub_CDF0:loc_CE5A   	ADD             SP, SP, #4      	SP=20001344 MSP=20001344                	
0000DEAD	ROM:sub_CDF0+6C         	POP             {R4,R5,PC}      	R4=20000DA0 R5=40038000 SP=20001350 MSP=20001350	
0000DEAD	ROM:sub_D2B4+1D0        	B               loc_D464        	R0=400E0028 R1=00000000 R2=AA000040 SP=20001358 Z=1 MSP=20001358	
0000DEAD	ROM:sub_F4B8+20         	MOVS            R0, #0          	R0=00000000                             	
0000DEAD	ROM:sub_F4B8+22         	POP             {R4-R6,PC}      	R5=400F1000 R6=00000000 SP=20001368 MSP=20001368	
0000DEAD	ROM:sub_C214+32         	CBZ             R0, loc_C24A    	                                        	
0000DEAD	ROM:sub_C214:loc_C24A   	MOV             R0, R4          	R0=20000DA0                             	
0000DEAD	ROM:sub_C214+38         	BL              sub_F52E        	LR=0000C251                             	
0000DEAD	ROM:sub_F52E            	PUSH            {R4,R5,LR}      	SP=2000135C MSP=2000135C                	
0000DEAD	ROM:sub_F52E+2          	MOV             R5, R0          	R5=20000DA0                             	
0000DEAD	ROM:sub_F52E+4          	SUB             SP, SP, #4      	SP=20001358 MSP=20001358                	
0000DEAD	ROM:sub_F52E+6          	LDR             R0, [R5]        	R0=40038000                             	
0000DEAD	ROM:sub_F52E+8          	MOVW            R4, #0x2710     	R4=00002710                             	
0000DEAD	ROM:sub_F52E+C          	BL              sub_CF3A        	R0=00000001 R1=00001000 R2=00001000 LR=0000CDB1 Z=0	
0000DEAD	ROM:sub_F52E+10         	MRS.W           R0, PRIMASK     	R0=00000000                             	
0000DEAD	ROM:sub_F52E+14         	SUBS            R0, R0, #1      	R0=FFFFFFFF N=1                         	
0000DEAD	ROM:sub_F52E+16         	SBCS            R0, R0          	                                        	
0000DEAD	ROM:sub_F52E+18         	LSRS            R0, R0, #0x1F   	R0=00000001 C=1 N=0                     	
0000DEAD	ROM:sub_F52E+1A         	CPSID           I               	PRIMASK=00000001                        	
0000DEAD	ROM:sub_F52E+1C         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_F52E+20         	LDR             R1, =unk_200003A5	R1=200003A5                             	
0000DEAD	ROM:sub_F52E+22         	MOVS            R2, #0          	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_F52E+24         	STRB            R2, [R1]        	                                        	
0000DEAD	ROM:sub_F52E+26         	LDR             R2, =unk_20000DA8	R2=20000DA8                             	
0000DEAD	ROM:sub_F52E+28         	LDRB            R3, [R2,#(unk_20000DAA - 0x20000DA8)]	R3=00000000                             	
0000DEAD	ROM:sub_F52E+2A         	ADDS            R3, R3, #1      	R3=00000001 C=0 Z=0                     	
0000DEAD	ROM:sub_F52E+2C         	STRB            R3, [R2,#(unk_20000DAA - 0x20000DA8)]	                                        	
0000DEAD	ROM:sub_F52E+2E         	CBZ             R0, loc_F568    	                                        	
0000DEAD	ROM:sub_F52E+30         	MOVS            R0, #1          	                                        	
0000DEAD	ROM:sub_F52E+32         	STRB            R0, [R1]        	                                        	
0000DEAD	ROM:sub_F52E+34         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_F52E+38         	CPSIE           I               	PRIMASK=00000000                        	
0000DEAD	ROM:sub_F52E:loc_F568   	MOV.W           R1, #0x100      	R1=00000100                             	
0000DEAD	ROM:sub_F52E+3E         	LDR             R0, [R5]        	R0=40038000                             	
0000DEAD	ROM:sub_F52E+40         	STR             R1, [R0]        	                                        	
0000DEAD	ROM:sub_F52E:loc_F570   	LDR             R1, [R0,#8]     	R1=01000000                             	
0000DEAD	ROM:sub_F52E+44         	LSLS            R1, R1, #7      	R1=80000000 N=1                         	
0000DEAD	ROM:sub_F52E+46         	BMI             loc_F586        	                                        	
0000DEAD	ROM:sub_F52E:loc_F586   	MOV.W           R1, #0x410      	R1=00000410                             	
0000DEAD	ROM:sub_F52E+5C         	STR             R1, [R0]        	                                        	
0000DEAD	ROM:sub_F52E+5E         	MOVS            R0, #0          	R0=00000000 Z=1 N=0                     	
0000DEAD	ROM:sub_F52E+60         	ADD             SP, SP, #4      	SP=2000135C MSP=2000135C                	
0000DEAD	ROM:sub_F52E+62         	POP             {R4,R5,PC}      	R4=20000DA0 R5=400F1000 SP=20001368 MSP=20001368	
0000DEAD	ROM:sub_C214+3C         	CBZ             R0, loc_C254    	                                        	
0000DEAD	ROM:sub_C214:loc_C254   	ADD             R1, SP, #0x20+var_1C	R1=2000136C                             	
0000DEAD	ROM:sub_C214+42         	MOV             R0, R4          	R0=20000DA0                             	
0000DEAD	ROM:sub_C214+44         	BL              sub_F524        	LR=0000C25D                             	
0000DEAD	ROM:sub_F524            	LDR             R1, [R1]        	R1=20001368                             	
0000DEAD	ROM:sub_F524+2          	LDR             R0, [R0]        	R0=40038000                             	
0000DEAD	ROM:sub_F524+4          	LDR             R1, [R1]        	R1=00108080                             	
0000DEAD	ROM:sub_F524+6          	STR             R1, [R0,#0x14]  	                                        	
0000DEAD	ROM:sub_F524+8          	BX              LR              	                                        	
0000DEAD	ROM:sub_C214+48         	LDR             R1, [R4]        	R1=40038000                             	
0000DEAD	ROM:sub_C214+4A         	MOVS            R0, #1          	R0=00000001 Z=0                         	
0000DEAD	ROM:sub_C214+4C         	STR             R0, [R1,#0x30]  	                                        	
0000DEAD	ROM:sub_C214+4E         	MOVS            R0, #0x20 ; ' ' 	R0=00000020                             	
0000DEAD	ROM:sub_C214+50         	LDR             R1, =unk_E000E108	R1=E000E108                             	
0000DEAD	ROM:sub_C214+52         	STR             R0, [R1]        	                                        	
0000DEAD	ROM:sub_C214+54         	ADD             SP, SP, #0x18   	SP=20001380 MSP=20001380                	
0000DEAD	ROM:sub_C214+56         	POP             {R4,PC}         	R4=20000DA8 SP=20001388 MSP=20001388    	
0000DEAD	ROM:sub_B0D2+A4         	BL              sub_C28C        	LR=0000B17B                             	
0000DEAD	ROM:sub_C28C            	LDR             R0, =unk_20000DA0	R0=20000DA0                             	
0000DEAD	ROM:sub_C28C+2          	B.W             sub_F592        	                                        	
0000DEAD	ROM:sub_F592            	PUSH            {LR}            	SP=20001384 MSP=20001384                	
0000DEAD	ROM:sub_F592+2          	SUB             SP, SP, #4      	SP=20001380 MSP=20001380                	
0000DEAD	ROM:sub_F592+4          	LDR             R0, [R0]        	R0=40038000                             	
0000DEAD	ROM:sub_F592+6          	MOV.W           R1, #0xA20      	R1=00000A20                             	
0000DEAD	ROM:sub_F592+A          	STR             R1, [R0]        	                                        	
0000DEAD	ROM:sub_F592+C          	BL              sub_D2B4        	R0=400E0028 R1=00000000 R2=AA000040 R3=200003A5 LR=0000CE4F Z=1	
0000DEAD	ROM:sub_F592+10         	MRS.W           R0, PRIMASK     	R0=00000000                             	
0000DEAD	ROM:sub_F592+14         	SUBS            R0, R0, #1      	R0=FFFFFFFF Z=0 N=1                     	
0000DEAD	ROM:sub_F592+16         	SBCS            R0, R0          	                                        	
0000DEAD	ROM:sub_F592+18         	LSRS            R0, R0, #0x1F   	R0=00000001 C=1 N=0                     	
0000DEAD	ROM:sub_F592+1A         	CPSID           I               	PRIMASK=00000001                        	
0000DEAD	ROM:sub_F592+1C         	DMB.W           SY              	                                        	
